,selling_price,age,km_driven,torque_Nm,max_power_bhp,mileage_kmpl,brand_type_2,seller_Individual,owner_Second,owner_Third_or_Above,transmission_Manual,fuel_Gas,fuel_Petrol
6781,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6782,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6783,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6784,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6785,520000,6,120000,320.0,138.1,11.57,0,1,0,0,1,0,0
6786,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6787,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6788,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6789,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6790,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6791,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6792,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6793,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6794,503000,6,110000,320.0,147.94,14.1,0,1,0,0,1,0,0
6795,650000,5,50000,320.0,147.94,14.1,0,1,0,1,1,0,0
6796,900000,5,120000,320.0,147.94,14.1,0,1,0,0,1,0,0
6797,650000,5,60000,320.0,148.0,14.1,0,1,1,0,1,0,0
6798,800000,4,60000,320.0,147.94,14.1,0,1,0,0,1,0,0
6799,1100000,4,20000,320.0,147.94,14.1,0,1,0,0,1,0,0
6800,850000,4,100000,320.0,147.94,14.1,0,1,0,0,1,0,0
6801,625000,4,72000,320.0,138.03,13.93,0,1,0,0,1,0,0
6802,850000,4,162000,320.0,147.94,14.1,0,1,0,0,1,0,0
6803,800000,4,60000,320.0,147.94,14.1,0,1,0,0,1,0,0
6804,875000,3,142000,320.0,147.94,14.1,0,1,0,0,1,0,0
6805,890000,3,140000,320.0,147.94,14.1,0,1,0,1,1,0,0
6806,1250000,2,100000,400.0,153.86,14.1,0,1,0,0,1,0,0
6807,95000,21,120000,117.6798,68.0,12.2,0,1,0,1,1,0,0
6808,96000,19,120000,250.0,83.1,14.07,0,1,0,0,1,0,0
6809,225000,16,188000,1863.2635,90.0,12.3,0,1,0,0,1,0,0
6810,130000,15,74000,1127.7648,68.0,13.7,0,1,0,0,1,0,0
6811,270000,13,110000,245.16626000000002,120.0,14.4,0,1,0,1,1,0,0
6812,150000,13,120000,1127.7648,68.0,12.2,0,1,0,0,1,0,0
6813,200000,13,80000,1127.7648,68.0,12.2,0,1,0,0,1,0,0
6814,150000,13,120000,1127.7648,68.0,12.2,0,1,0,0,1,0,0
6815,150000,11,225000,190.0,90.0,14.0,0,1,0,1,1,0,0
6816,150000,11,225000,190.0,90.0,14.0,0,1,0,1,1,0,0
6817,235000,11,90000,190.0,90.0,14.0,0,1,0,0,1,0,0
6818,175000,10,20000,1127.7648,68.0,12.2,0,1,0,0,1,0,0
6819,250000,10,90000,250.0,118.35,13.55,0,1,1,0,1,0,0
6820,250000,10,90000,250.0,118.35,13.55,0,1,1,0,1,0,0
6821,250000,10,90000,250.0,118.35,13.55,0,1,1,0,1,0,0
6822,200000,9,67500,1127.7648,68.0,12.2,0,1,0,0,1,0,0
6823,250999,9,120000,250.0,83.8,15.3,0,1,0,1,1,0,0
6824,320000,9,70000,250.0,83.8,15.3,0,1,1,0,1,0,0
6825,340000,9,270000,223.0,68.4,14.07,0,1,0,1,1,0,0
6826,250000,9,80000,250.0,83.8,15.3,0,1,0,1,1,0,0
6827,250000,9,188000,250.0,120.0,14.0,0,1,1,0,1,0,0
6828,310000,8,145000,250.0,83.83,15.3,0,1,0,0,1,0,0
6829,350000,8,120000,250.0,83.83,15.3,0,1,1,0,1,0,0
6830,350000,7,101200,250.0,83.83,15.3,0,1,1,0,1,0,0
6831,275000,7,300000,250.0,83.83,15.3,0,1,0,0,1,0,0
6832,500000,6,75000,223.0,69.01,14.07,0,1,0,0,1,0,0
6833,434999,6,80000,250.0,83.83,15.3,0,1,0,0,1,0,0
6834,445000,5,63000,250.0,83.8,15.3,0,0,0,0,1,0,0
6835,445000,5,63000,250.0,83.8,15.3,0,0,0,0,1,0,0
6836,400000,4,140000,223.0,69.01,14.07,0,1,0,0,1,0,0
6837,570000,4,51000,223.0,69.01,14.07,0,1,0,0,1,0,0
6838,700000,3,63000,250.0,83.83,15.3,0,1,0,0,1,0,0
6839,380000,5,70000,140.0,69.0,27.28,0,1,0,0,1,0,0
6840,350000,5,15000,114.0,84.0,23.84,0,1,0,0,1,0,1
6841,399000,5,40000,114.0,84.0,23.84,0,1,0,0,1,0,1
6842,400000,5,35000,140.0,69.0,27.28,0,1,1,0,1,0,0
6843,490000,5,100000,140.0,69.0,27.28,0,1,0,0,1,0,0
6844,350000,5,30000,114.0,84.0,23.84,0,1,0,0,1,0,1
6845,300000,5,90000,114.0,84.0,23.84,0,1,0,0,1,0,1
6846,425000,5,13500,114.0,84.0,23.84,0,1,0,0,1,0,1
6847,400000,5,60000,140.0,69.0,27.28,0,1,0,0,1,0,0
6848,350000,5,30000,114.0,84.0,23.84,0,1,0,0,1,0,1
6849,252999,5,45775,114.0,84.0,23.84,0,0,0,0,1,0,1
6850,350000,4,120000,140.0,69.0,27.28,0,1,0,0,1,0,0
6851,400000,4,26000,114.0,84.0,23.84,0,1,0,0,1,0,1
6852,450000,4,90000,114.0,84.0,23.84,0,1,0,0,1,0,1
6853,425000,4,42000,114.0,84.0,23.84,0,1,0,0,1,0,1
6854,360000,4,50000,140.0,69.0,27.28,0,1,0,0,1,0,0
6855,520000,4,20000,114.0,84.0,23.84,0,1,0,0,1,0,1
6856,325000,4,120000,140.0,69.0,27.28,0,1,0,0,1,0,0
6857,450000,4,25000,114.0,84.0,23.84,0,1,0,0,1,0,1
6858,430000,4,25000,114.0,84.0,23.84,0,1,0,0,1,0,1
6859,390000,4,20000,114.0,84.0,23.84,0,1,0,0,1,0,1
6860,328000,4,68000,114.0,84.0,23.84,0,1,1,0,1,0,1
6861,425000,4,42000,114.0,84.0,23.84,0,1,0,0,1,0,1
6862,440000,4,57000,113.0,84.48,23.84,0,0,0,0,1,0,1
6863,450000,4,89000,140.0,69.0,27.28,0,1,0,0,1,0,0
6864,340000,4,40300,114.0,84.0,23.84,0,1,0,0,1,0,1
6865,430000,4,38000,114.0,84.0,23.84,0,1,1,0,1,0,1
6866,430000,4,35000,114.0,84.0,23.84,0,1,1,0,1,0,1
6867,400000,4,40000,114.0,84.0,23.84,0,1,0,0,1,0,1
6868,350000,4,60000,114.0,84.0,23.84,0,1,0,0,1,0,1
6869,475000,4,20000,114.0,84.0,23.84,0,1,0,0,1,0,1
6870,450000,4,30000,114.0,84.0,23.84,0,1,0,0,1,0,1
6871,380000,4,30000,114.0,84.0,23.84,0,1,0,0,1,0,1
6872,450000,4,80000,140.0,69.0,27.28,0,1,0,0,1,0,0
6873,350000,4,24000,140.0,69.0,27.28,0,1,1,0,1,0,0
6874,409999,4,60000,114.0,84.0,23.84,0,1,0,0,1,0,1
6875,450000,4,15000,114.0,84.0,23.84,0,1,0,0,1,0,1
6876,380000,4,28000,114.0,84.0,23.84,0,1,1,0,1,0,1
6877,325000,3,100000,114.0,84.0,23.84,0,1,0,0,1,0,1
6878,560000,3,26300,114.0,84.0,23.84,0,1,0,0,1,0,1
6879,450000,3,5000,114.0,84.0,23.84,0,1,0,0,1,0,1
6880,490000,3,25000,114.0,84.0,23.84,0,1,0,0,1,0,1
6881,390000,3,25000,114.0,84.0,23.84,0,1,0,0,1,0,1
6882,409999,3,35000,114.0,84.0,23.84,0,1,1,0,1,0,1
6883,438999,3,25000,114.0,84.0,23.84,0,1,0,0,1,0,1
6884,350000,3,50000,114.0,84.0,23.84,0,1,0,0,1,0,1
6885,480000,3,45000,114.0,84.0,23.84,0,1,1,0,1,0,1
6886,450000,3,22966,113.0,84.48,23.84,0,0,0,0,1,0,1
6887,515000,3,35000,114.0,83.81,24.0,0,1,0,0,1,0,1
6888,450000,3,90000,140.0,69.0,27.28,0,1,0,0,1,0,0
6889,400000,3,20000,114.0,84.0,23.84,0,1,0,0,1,0,1
6890,400000,3,40000,114.0,84.0,23.84,0,1,0,0,1,0,1
6891,540000,3,33000,140.0,69.0,27.28,0,1,0,0,1,0,0
6892,500000,3,25000,114.0,84.0,23.84,0,1,0,0,1,0,1
6893,500000,3,5000,114.0,84.0,23.84,0,1,0,0,0,0,1
6894,550000,2,10000,114.0,83.81,24.0,0,1,0,0,1,0,1
6895,490000,2,33928,113.0,84.48,23.84,0,0,0,0,1,0,1
6896,550000,2,30000,114.0,83.83,23.84,0,1,0,0,0,0,1
6897,525000,2,9200,114.0,83.83,23.84,0,1,0,0,0,0,1
6898,459999,2,10000,114.0,84.0,23.84,0,1,0,0,1,0,1
6899,409999,2,25000,114.0,84.0,23.84,0,1,0,0,1,0,1
6900,346000,2,16000,114.0,84.0,23.84,0,1,0,0,1,0,1
6901,670000,2,2000,140.0,69.0,27.28,0,1,0,0,1,0,0
6902,520000,2,2560,114.0,83.81,24.0,0,1,0,0,0,0,1
6903,450000,2,3500,114.0,83.83,23.84,0,1,0,0,1,0,1
6904,450000,2,3500,114.0,83.83,23.84,0,1,0,0,1,0,1
6905,500000,2,5000,114.0,84.0,23.84,0,1,0,0,1,0,1
6906,500000,1,15000,114.0,83.83,23.84,0,1,0,0,1,0,1
6907,420000,4,110000,140.0,69.0,24.7,0,1,0,0,1,0,0
6908,550000,4,50000,140.0,69.0,24.7,0,1,0,0,1,0,0
6909,525000,4,19723,114.0,84.0,20.3,0,0,0,0,0,0,1
6910,550000,4,30000,114.0,84.0,20.3,0,1,0,0,1,0,1
6911,493000,4,40000,114.0,84.0,20.3,0,1,0,0,1,0,1
6912,550000,4,10000,114.0,84.0,20.3,0,1,0,0,1,0,1
6913,525000,4,19723,114.0,84.0,20.3,0,0,0,0,0,0,1
6914,600000,4,40000,114.0,84.0,20.3,0,1,1,0,1,0,1
6915,597000,4,15000,140.0,69.0,24.7,0,1,0,0,1,0,0
6916,520000,4,40000,114.0,84.0,20.3,0,1,0,0,1,0,1
6917,500000,3,35000,114.0,83.81,20.3,0,1,0,0,1,0,1
6918,645000,3,10000,114.0,84.0,20.3,0,1,0,0,0,0,1
6919,500000,3,50000,140.0,69.0,24.7,0,1,0,0,1,0,0
6920,450000,3,75000,114.0,84.0,20.3,0,1,0,0,1,0,1
6921,450000,3,35000,114.0,84.0,20.3,0,1,0,0,1,0,1
6922,550000,3,23000,114.0,84.0,20.3,0,1,0,0,1,0,1
6923,450000,3,35000,114.0,84.0,20.3,0,1,0,0,1,0,1
6924,550000,3,10000,114.0,84.0,20.3,0,1,0,0,1,0,1
6925,535000,3,30000,114.0,84.0,20.3,0,1,0,0,1,0,1
6926,459999,3,50000,114.0,84.0,20.3,0,1,0,0,1,0,1
6927,400000,3,22000,114.0,84.0,20.3,0,1,0,0,1,0,1
6928,520000,2,14000,114.0,84.0,20.3,0,1,0,0,1,0,1
6929,550000,2,15000,114.0,84.0,20.3,0,1,0,0,1,0,1
6930,900000,2,8079,140.0,69.0,24.7,0,0,0,0,1,0,0
6931,600000,2,5200,114.0,83.81,20.3,0,1,0,0,1,0,1
6932,450000,2,25000,114.0,84.0,20.3,0,1,0,0,1,0,1
6933,530000,2,20000,114.0,83.81,20.3,0,1,0,0,1,0,1
6934,650000,2,20000,114.0,83.81,20.3,0,1,0,0,1,0,1
6935,175000,9,90000,135.0,70.0,15.42,0,1,1,0,1,0,0
6936,250000,9,120000,135.0,70.0,15.42,0,1,0,0,1,0,0
6937,135000,8,120000,135.0,70.0,15.42,0,1,0,1,1,0,0
6938,317000,7,15000,135.0,70.0,15.42,0,1,0,0,1,0,0
6939,280000,7,60000,200.0,88.7,23.0,0,1,1,0,1,0,0
6940,360000,7,50000,140.0,88.7,17.57,0,1,1,0,1,0,1
6941,380000,6,40000,140.0,88.7,17.57,0,1,0,0,1,0,1
6942,340000,6,110000,140.0,88.7,17.57,0,1,0,0,1,0,1
6943,325000,6,50000,140.0,88.7,17.57,0,1,0,0,1,0,1
6944,350000,6,60000,190.0,74.0,22.95,0,1,0,0,1,0,0
6945,400000,6,100000,200.0,88.7,23.0,0,1,0,0,1,0,0
6946,400000,6,35000,200.0,88.7,23.0,0,1,0,0,1,0,0
6947,350000,6,90000,200.0,88.7,23.0,0,1,1,0,1,0,0
6948,425000,6,80000,200.0,88.7,23.0,0,1,0,0,1,0,0
6949,300000,6,70000,140.0,88.7,17.57,0,1,0,0,1,0,1
6950,450000,6,40000,140.0,88.7,17.57,0,1,0,0,1,0,1
6951,450000,6,57000,200.0,88.7,23.0,0,1,0,0,1,0,0
6952,500000,6,20000,140.0,88.7,17.57,0,1,0,0,1,0,1
6953,475000,6,25000,190.0,74.0,22.95,0,1,0,0,1,0,0
6954,360000,5,110000,200.0,88.7,23.0,0,1,0,0,1,0,0
6955,325000,5,50000,200.0,88.7,23.0,0,1,0,0,1,0,0
6956,320000,5,120000,190.0,74.0,22.95,0,1,0,0,1,0,0
6957,475000,5,50000,190.0,74.0,22.95,0,1,0,0,1,0,0
6958,400000,5,24177,140.0,88.7,17.57,0,1,0,0,1,0,1
6959,400000,5,25000,140.0,88.7,17.57,0,1,0,0,1,0,1
6960,350000,5,70000,140.0,88.7,17.57,0,1,1,0,1,0,1
6961,490000,4,90000,190.0,74.0,22.95,0,1,0,0,1,0,0
6962,280000,4,80000,190.0,74.0,22.95,0,1,0,0,1,0,0
6963,484999,4,35000,190.0,88.7,20.65,0,1,0,0,1,0,0
6964,550000,4,120000,140.0,88.7,17.57,0,1,0,0,1,0,1
6965,400000,4,35000,140.0,88.7,17.57,0,1,0,0,1,0,1
6966,540000,4,70000,190.0,74.0,22.95,0,1,0,0,1,0,0
6967,400000,4,53000,140.0,88.7,17.57,0,1,0,0,1,0,1
6968,459999,4,80000,190.0,74.0,22.95,0,1,0,0,1,0,0
6969,400000,4,85000,190.0,88.7,20.65,0,1,0,0,1,0,0
6970,415000,4,15000,140.0,88.7,17.57,0,1,0,0,1,0,1
6971,370000,4,35000,140.0,88.7,17.57,0,1,0,0,1,0,1
6972,520000,3,60000,140.0,88.7,17.57,0,1,0,0,1,0,1
6973,539000,3,60000,190.0,74.0,22.95,0,1,0,0,1,0,0
6974,775000,3,80000,190.0,74.0,22.95,0,1,0,0,1,0,0
6975,459999,3,35000,140.0,88.7,17.57,0,1,0,0,1,0,1
6976,575000,3,70000,190.0,88.7,20.65,0,1,0,0,1,0,0
6977,525000,3,110000,190.0,88.7,20.65,0,1,1,0,1,0,0
6978,650000,2,15000,190.0,74.0,22.95,0,1,0,0,1,0,0
6979,620000,2,100000,140.0,88.7,17.57,0,1,0,0,1,0,1
6980,500000,1,40000,140.0,88.7,17.57,0,1,0,0,1,0,1
6981,500000,1,40000,140.0,88.7,17.57,0,1,0,0,1,0,1
6982,500000,1,40000,140.0,88.7,17.57,0,1,0,0,1,0,1
6983,500000,1,40000,140.0,88.7,17.57,0,1,0,0,1,0,1
6984,250000,17,120000,224.0,164.7,13.4,0,1,1,0,1,0,1
6985,450000,12,71000,224.0,164.7,12.1,0,0,0,0,0,0,1
6986,1900000,5,41000,213.0,157.7,19.16,0,0,0,0,0,0,1
6987,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6988,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6989,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6990,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6991,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6992,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6993,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6994,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6995,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6996,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6997,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6998,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
6999,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7000,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7001,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7002,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7003,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7004,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7005,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7006,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7007,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7008,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7009,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7010,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7011,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7012,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7013,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7014,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7015,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7016,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7017,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7018,2000000,5,68089,213.0,157.7,19.16,0,0,0,0,0,0,1
7019,145000,18,70000,156.9064,125.0,13.4,0,1,1,0,1,0,1
7020,170000,17,120000,156.9064,125.0,13.4,0,1,1,0,1,0,1
7021,135000,17,90000,156.9064,125.0,13.4,0,1,1,0,1,0,1
7022,275000,16,96000,156.9064,125.0,13.4,0,1,1,0,1,0,1
7023,150000,15,100000,156.9064,125.0,13.4,0,1,0,1,1,0,1
7024,150000,15,90000,156.9064,125.0,13.4,0,1,0,1,1,0,1
7025,150000,13,60000,156.9064,125.0,13.4,0,1,1,0,1,0,1
7026,300000,12,100000,173.0,138.1,14.53,0,1,1,0,1,0,1
7027,400000,12,90000,173.0,138.1,14.53,0,1,0,0,0,0,1
7028,340000,12,82000,173.0,138.0,14.53,0,1,1,0,1,0,1
7029,300000,11,60000,205.0,87.2,21.43,0,1,0,0,1,0,0
7030,425000,11,83585,205.0,87.2,21.43,0,0,0,0,1,0,0
7031,350000,11,80000,170.0,132.0,12.5,0,1,1,0,1,0,1
7032,350000,11,60000,173.0,138.0,14.53,0,1,1,0,1,0,1
7033,450000,11,120000,205.0,87.2,21.43,0,1,1,0,1,0,0
7034,365000,10,185000,205.0,87.2,21.43,0,1,1,0,1,0,0
7035,550000,9,100000,173.0,138.1,14.53,0,1,0,0,0,0,1
7036,550000,9,57728,173.0,138.1,14.53,0,0,0,0,0,0,1
7037,600000,9,85000,205.0,87.2,21.43,0,1,0,0,1,0,0
7038,415000,9,125000,205.0,87.2,21.43,0,1,1,0,1,0,0
7039,550000,9,100000,173.0,138.1,14.53,0,1,0,0,0,0,1
7040,476999,9,90000,205.0,87.2,21.43,0,1,0,1,1,0,0
7041,625000,8,39000,173.0,138.03,14.28,0,0,0,0,0,0,1
7042,625000,8,39000,173.0,138.03,14.28,0,0,0,0,0,0,1
7043,1050000,6,60000,205.0,87.2,21.43,0,1,0,0,1,0,0
7044,1100000,6,50000,173.0,138.03,14.28,0,1,0,0,1,0,1
7045,1100000,6,50000,173.0,138.03,14.28,0,1,0,0,1,0,1
7046,790000,6,126000,205.0,87.2,21.43,0,1,0,1,1,0,0
7047,780000,6,129000,205.0,87.2,21.43,0,1,0,1,1,0,0
7048,1450000,4,7000,173.0,138.1,14.53,0,0,1,0,0,0,1
7049,1594000,4,5000,205.0,86.79,21.43,0,1,0,0,1,0,0
7050,1450000,4,7000,173.0,138.1,14.53,0,0,1,0,0,0,1
7051,1590000,3,25000,173.0,138.03,14.28,0,0,0,0,0,0,1
7052,1400000,3,13534,173.0,138.03,14.28,0,0,0,0,1,0,1
7053,1400000,3,13534,173.0,138.03,14.28,0,0,0,0,1,0,1
7054,350000,10,90000,170.0,67.1,23.59,0,1,0,0,1,0,0
7055,300000,10,120000,132.0,88.7,17.6,0,1,0,1,1,0,1
7056,300000,10,72000,132.0,88.7,17.6,0,0,0,0,1,0,1
7057,350000,10,100000,170.0,67.1,23.59,0,1,1,0,1,0,0
7058,285000,10,45500,132.0,88.73,16.78,0,0,0,0,1,0,1
7059,300000,10,72000,132.0,88.7,17.6,0,0,0,0,1,0,1
7060,345000,10,70000,132.0,88.7,17.6,0,1,0,0,1,0,1
7061,300000,10,110000,132.0,88.73,17.6,0,1,0,0,1,0,1
7062,345000,10,70000,132.0,88.7,17.6,0,1,0,0,1,0,1
7063,375000,9,31711,132.0,88.7,17.6,0,0,1,0,1,0,1
7064,278000,9,120000,170.0,67.1,23.59,0,1,1,0,1,0,0
7065,411000,9,110000,170.0,67.04,23.59,0,0,0,0,1,0,0
7066,300000,9,90000,170.0,67.1,23.59,0,1,0,0,1,0,0
7067,400000,8,70000,170.0,67.06,23.59,0,0,1,0,1,0,0
7068,450000,8,67000,170.0,67.1,23.59,0,1,0,0,1,0,0
7069,409999,8,45000,170.0,67.06,23.59,0,1,0,0,1,0,0
7070,409999,8,90000,170.0,67.04,23.59,0,1,0,0,1,0,0
7071,270000,8,52380,170.0,67.04,23.59,0,0,0,0,1,0,0
7072,325000,8,120000,170.0,67.06,23.59,0,1,0,0,1,0,0
7073,451000,8,120000,170.0,67.06,23.59,0,1,0,0,1,0,0
7074,350000,8,100000,132.0,88.73,16.78,0,1,1,0,1,0,1
7075,400000,7,120000,170.0,67.04,23.59,0,1,1,0,1,0,0
7076,550000,7,31000,170.0,67.06,23.59,0,1,0,0,1,0,0
7077,480000,7,54891,170.0,67.04,23.59,0,0,0,0,1,0,0
7078,420000,7,120000,170.0,67.04,23.59,0,1,0,0,1,0,0
7079,415000,7,146000,170.0,67.06,23.59,0,1,0,0,1,0,0
7080,400000,7,120000,170.0,67.04,23.59,0,1,1,0,1,0,0
7081,480000,7,54891,170.0,67.04,23.59,0,0,0,0,1,0,0
7082,409999,7,200000,170.0,67.04,23.59,0,1,0,0,1,0,0
7083,550000,7,250000,170.0,67.04,23.59,0,1,0,0,1,0,0
7084,430999,7,120000,170.0,67.04,23.59,0,1,0,0,1,0,0
7085,320000,7,90000,170.0,67.06,23.59,0,1,0,1,1,0,0
7086,425000,7,50000,170.0,67.06,23.59,0,1,0,0,1,0,0
7087,475000,6,120000,170.0,67.05,23.59,0,1,0,0,1,0,0
7088,600000,6,10000,104.0,78.8,18.16,0,1,0,0,1,0,1
7089,550000,6,40000,170.0,67.04,23.59,0,1,0,0,1,0,0
7090,500000,6,125000,170.0,67.05,23.59,0,1,0,0,1,0,0
7091,450000,6,25000,170.0,67.04,23.59,0,1,0,0,1,0,0
7092,387000,6,170000,170.0,67.04,23.59,0,1,0,0,1,0,0
7093,570000,6,120000,170.0,67.05,23.59,0,1,1,0,1,0,0
7094,525000,6,80000,170.0,67.05,23.59,0,1,1,0,1,0,0
7095,450000,6,80000,170.0,67.04,23.59,0,1,0,0,1,0,0
7096,360000,6,110000,132.0,88.73,16.78,0,1,0,1,1,0,1
7097,509999,6,100000,170.0,67.05,23.59,0,1,1,0,1,0,0
7098,515000,6,30000,104.0,78.9,17.71,0,1,0,0,1,0,1
7099,570000,5,145000,170.0,67.05,23.59,0,1,1,0,1,0,0
7100,509999,5,80000,170.0,67.05,23.59,0,1,1,0,1,0,0
7101,434999,5,50000,104.0,78.8,18.16,0,1,1,0,1,0,1
7102,540000,5,15500,132.0,88.73,16.78,0,1,0,0,1,0,1
7103,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7104,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7105,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7106,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7107,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7108,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7109,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7110,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7111,585000,4,50000,104.0,78.9,17.71,0,1,0,0,1,0,1
7112,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7113,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7114,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7115,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7116,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7117,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7118,632000,4,150000,170.0,67.05,23.59,0,1,0,0,1,0,0
7119,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7120,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7121,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7122,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7123,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7124,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7125,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7126,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7127,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7128,650000,4,120000,170.0,67.04,23.59,0,1,1,0,1,0,0
7129,549000,4,35000,104.0,78.9,17.71,0,1,0,0,1,0,1
7130,550000,4,40000,170.0,67.05,23.59,0,1,0,0,1,0,0
7131,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7132,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7133,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7134,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7135,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7136,625000,4,25538,132.0,88.73,16.78,0,0,0,0,1,0,1
7137,730000,3,90000,170.0,67.05,23.59,0,1,0,0,1,0,0
7138,670000,3,150000,170.0,67.05,23.59,0,1,0,0,1,0,0
7139,665000,3,70000,170.0,67.04,23.59,0,1,0,0,1,0,0
7140,780000,3,116000,170.0,67.05,23.59,0,1,0,0,1,0,0
7141,780000,3,116000,170.0,67.05,23.59,0,1,0,0,1,0,0
7142,800000,11,125000,343.0,171.0,11.5,0,1,1,0,1,0,0
7143,900000,11,240000,343.0,171.0,11.5,0,1,0,0,1,0,0
7144,1050000,11,220000,343.0,171.0,11.5,0,1,1,0,1,0,0
7145,800000,11,151000,343.0,171.0,11.5,0,1,1,0,1,0,0
7146,1200000,11,100000,343.0,171.0,11.5,0,1,0,0,1,0,0
7147,750000,11,150000,343.0,171.0,11.5,0,1,1,0,1,0,0
7148,1150000,10,181000,343.0,171.0,11.5,0,1,1,0,1,0,0
7149,975000,10,120000,343.0,171.0,11.5,0,1,0,1,1,0,0
7150,900000,10,120000,343.0,171.0,11.5,0,1,0,0,1,0,0
7151,1225000,9,160000,343.0,169.0,11.5,0,1,0,0,0,0,0
7152,1680000,9,129627,343.0,171.0,11.5,0,0,0,0,1,0,0
7153,1500000,8,148120,420.0,174.5,14.24,0,0,0,0,1,0,0
